image,mask,set
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_225_20160805_587644_200337-115335.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_225_20160805_587644_200337-115335.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201132-118605.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201132-118605.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_223_20160805_587655_201039-114657.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_223_20160805_587655_201039-114657.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200390-119018.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200390-119018.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200957-118253.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200957-118253.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_231_20160805_587650_200486-118715.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_231_20160805_587650_200486-118715.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200481-119163.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200481-119163.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_224_20160805_587656_201042-114705.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_224_20160805_587656_201042-114705.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_225_20160805_587657_201001-115535.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_225_20160805_587657_201001-115535.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200535-118824.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200535-118824.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_232_20160805_587664_200877-119073.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_232_20160805_587664_200877-119073.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200793-117908.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200793-117908.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154743-150591.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154743-150591.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200693-119070.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200693-119070.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_224_20160805_587656_201039-114697.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_224_20160805_587656_201039-114697.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154750-150528.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154750-150528.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200922-117982.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200922-117982.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154713-150660.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154713-150660.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_226_20160805_587658_200878-115809.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_226_20160805_587658_200878-115809.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_295_287_20170129_633847_151053-147022.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_295_287_20170129_633847_151053-147022.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_394_231_20160805_587688_201864-118352.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_394_231_20160805_587688_201864-118352.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_227_20160805_587659_201051-116460.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_227_20160805_587659_201051-116460.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_288_277_20161013_606720_147924-142218.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_288_277_20161013_606720_147924-142218.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200819-118021.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200819-118021.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_225_20160805_587657_200997-115353.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_225_20160805_587657_200997-115353.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_200920-118564.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_200920-118564.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_231_20160805_587650_200290-118486.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_231_20160805_587650_200290-118486.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_227_20160805_587659_201119-116408.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_227_20160805_587659_201119-116408.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_390_232_20160805_587638_200165-118983.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_390_232_20160805_587638_200165-118983.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_226_20160805_587645_200475-115723.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_226_20160805_587645_200475-115723.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201171-118703.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201171-118703.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_393_231_20160805_587677_201350-118507.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_393_231_20160805_587677_201350-118507.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_200962-118378.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_200962-118378.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_227_20160805_587659_201155-116506.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_227_20160805_587659_201155-116506.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201119-118635.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201119-118635.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154715-150648.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154715-150648.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154771-150644.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154771-150644.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_224_20160805_587643_200526-115084.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_224_20160805_587643_200526-115084.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_289_276_20161013_606762_148056-141654.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_289_276_20161013_606762_148056-141654.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_227_20160805_587659_201071-116442.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_227_20160805_587659_201071-116442.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_301_294_20170202_635294_154610-150708.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_301_294_20170202_635294_154610-150708.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_303_292_20170129_633933_155577-149929.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_303_292_20170129_633933_155577-149929.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_230_20160805_587649_200667-118199.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_230_20160805_587649_200667-118199.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_229_20160805_587648_200602-117466.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_229_20160805_587648_200602-117466.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_224_20160805_587656_201121-115164.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_224_20160805_587656_201121-115164.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201159-118334.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201159-118334.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201047-118551.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201047-118551.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_303_292_20170129_633933_155602-149522.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_303_292_20170129_633933_155602-149522.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_230_20160805_587649_200521-117990.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_230_20160805_587649_200521-117990.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200528-119020.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200528-119020.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201038-118409.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201038-118409.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_200976-118318.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_200976-118318.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201064-118666.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201064-118666.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_292_20170129_633916_154955-150009.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_292_20170129_633916_154955-150009.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201035-118488.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201035-118488.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_223_20160805_587655_201024-114181.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_223_20160805_587655_201024-114181.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_226_20160805_587645_200193-116079.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_226_20160805_587645_200193-116079.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_301_295_20170202_635296_154315-151395.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_301_295_20170202_635296_154315-151395.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200953-118257.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200953-118257.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_223_20160805_587655_201050-114677.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_223_20160805_587655_201050-114677.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154786-150575.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154786-150575.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201067-118591.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201067-118591.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_200944-118375.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_200944-118375.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_225_20160805_587644_200431-115557.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_225_20160805_587644_200431-115557.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201040-118497.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201040-118497.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_306_290_20170129_633977_156839-148973.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_306_290_20170129_633977_156839-148973.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_293_20170129_633917_154794-150511.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_293_20170129_633917_154794-150511.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200381-118841.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200381-118841.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_223_20160805_587655_201056-114665.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_223_20160805_587655_201056-114665.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_294_20170129_633919_154786-150585.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_294_20170129_633919_154786-150585.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_232_20160805_587651_200209-119248.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_232_20160805_587651_200209-119248.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_295_20170202_635301_154902-151486.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_295_20170202_635301_154902-151486.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_288_278_20161013_606722_147942-142367.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_288_278_20161013_606722_147942-142367.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_230_20160805_587649_200506-117965.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_230_20160805_587649_200506-117965.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_393_231_20160805_587677_201510-118641.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_393_231_20160805_587677_201510-118641.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_200952-118333.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_200952-118333.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_230_20160805_587662_200820-118025.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_230_20160805_587662_200820-118025.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_392_231_20160805_587663_201087-118549.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_392_231_20160805_587663_201087-118549.png,val
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_302_293_20170129_633917_154654-150494.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_302_293_20170129_633917_154654-150494.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_230_20160805_587649_200618-118149.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_230_20160805_587649_200618-118149.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_391_231_20160805_587650_200488-118449.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_391_231_20160805_587650_200488-118449.png,tr
/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/images/3857_9_394_232_20160805_587689_202196-118900.jpg,/home/ubuntu/data/trdata/buildings-samasource5-10k-05312018/instance_masks/3857_9_394_232_20160805_587689_202196-118900.png,tr
