image,mask,set
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_231_20160805_587650_200212-118592.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_231_20160805_587650_200212-118592.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_155851-149581.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_155851-149581.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_294_20170202_635294_154574-150758.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_294_20170202_635294_154574-150758.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_229_20160805_587635_199756-117408.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_229_20160805_587635_199756-117408.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_227_20160805_587673_201219-116659.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_227_20160805_587673_201219-116659.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_199956-119189.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_199956-119189.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_201875-118337.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_201875-118337.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_201864-118352.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_201864-118352.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_155999-149767.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_155999-149767.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200690-119034.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200690-119034.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_226_20160805_587658_201033-115800.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_226_20160805_587658_201033-115800.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_201215-118845.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_201215-118845.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_223_20160805_587669_201381-114542.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_223_20160805_587669_201381-114542.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_199898-119226.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_199898-119226.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/18-151953-144315.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/18-151953-144315.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_230_20160805_587676_201554-117983.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_230_20160805_587676_201554-117983.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_230_20160805_587649_200521-117990.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_230_20160805_587649_200521-117990.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200528-119020.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200528-119020.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_294_20170202_635294_154620-150810.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_294_20170202_635294_154620-150810.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201261-118659.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201261-118659.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_231_20160805_587650_200483-118782.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_231_20160805_587650_200483-118782.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_201154-114784.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_201154-114784.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201437-118293.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201437-118293.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155136-149564.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155136-149564.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_200972-115072.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_200972-115072.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_200175-119246.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_200175-119246.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_155798-149850.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_155798-149850.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_200750-114263.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_200750-114263.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_227_20160805_587659_201132-116340.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_227_20160805_587659_201132-116340.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_199974-119153.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_199974-119153.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_201029-114597.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_201029-114597.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_291_20170129_633932_155599-149502.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_291_20170129_633932_155599-149502.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201160-118592.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201160-118592.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/18-153189-143990.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/18-153189-143990.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_156159-149754.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_156159-149754.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_294_20170202_635294_154336-151034.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_294_20170202_635294_154336-151034.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201269-118683.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201269-118683.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_294_20170202_635294_154312-150595.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_294_20170202_635294_154312-150595.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200584-118909.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200584-118909.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_295_20170202_635296_154113-151470.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_295_20170202_635296_154113-151470.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_225_20160805_587671_201627-115245.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_225_20160805_587671_201627-115245.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200261-119030.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200261-119030.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_199900-119217.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_199900-119217.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_155695-149934.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_155695-149934.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_201096-114709.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_201096-114709.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155349-149898.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155349-149898.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155442-149840.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155442-149840.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_293_20170129_633917_154869-150278.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_293_20170129_633917_154869-150278.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/18-151944-144273.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/18-151944-144273.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_232_20160805_587638_199841-119131.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_232_20160805_587638_199841-119131.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_293_20170129_633917_155074-150023.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_293_20170129_633917_155074-150023.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201361-118434.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201361-118434.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155601-149954.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155601-149954.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201149-118637.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201149-118637.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201302-118619.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201302-118619.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_224_20160805_587643_200454-115051.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_224_20160805_587643_200454-115051.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200197-118978.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200197-118978.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_297_287_20170129_633849_152327-147073.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_297_287_20170129_633849_152327-147073.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_226_20160805_587645_200248-116072.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_226_20160805_587645_200248-116072.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_231_20160805_587637_200144-118376.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_231_20160805_587637_200144-118376.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_231_20160805_587637_199986-118733.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_231_20160805_587637_199986-118733.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_200770-118796.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_200770-118796.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_293_20170129_633917_154852-150413.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_293_20170129_633917_154852-150413.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_291_20170129_633932_155600-149197.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_291_20170129_633932_155600-149197.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_232_20160805_587689_202144-118814.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_232_20160805_587689_202144-118814.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_201037-115087.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_201037-115087.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201353-118354.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201353-118354.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_293_20170129_633917_154878-150323.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_293_20170129_633917_154878-150323.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_227_20160805_587659_201178-116331.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_227_20160805_587659_201178-116331.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201340-118689.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201340-118689.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_200865-114846.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_200865-114846.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_201753-118361.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_201753-118361.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_294_20170202_635294_154492-150678.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_294_20170202_635294_154492-150678.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_225_20160805_587657_201078-115573.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_225_20160805_587657_201078-115573.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_294_20170129_633919_154683-150877.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_294_20170129_633919_154683-150877.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_231_20160805_587650_200206-118715.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_231_20160805_587650_200206-118715.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_201202-118818.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_201202-118818.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_202011-118518.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_202011-118518.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_200828-114300.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_200828-114300.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_231_20160805_587637_199966-118688.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_231_20160805_587637_199966-118688.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_201142-114462.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_201142-114462.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_304_292_20170129_633946_155697-149942.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_304_292_20170129_633946_155697-149942.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155294-149788.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155294-149788.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_200963-119085.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_200963-119085.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200318-119247.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200318-119247.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_200745-118732.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_200745-118732.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201179-118662.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201179-118662.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_291_281_20170201_635062_149497-144234.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_291_281_20170201_635062_149497-144234.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_292_20170129_633916_155090-149516.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_292_20170129_633916_155090-149516.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_202002-118761.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_202002-118761.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_225_20160805_587671_201492-115410.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_225_20160805_587671_201492-115410.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_293_20170129_633917_154717-150512.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_293_20170129_633917_154717-150512.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_232_20160805_587689_202170-118949.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_232_20160805_587689_202170-118949.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_231_20160805_587637_200133-118383.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_231_20160805_587637_200133-118383.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_225_20160805_587657_200798-115294.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_225_20160805_587657_200798-115294.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201177-118389.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201177-118389.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_393_231_20160805_587677_201465-118679.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_393_231_20160805_587677_201465-118679.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_200754-118744.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_200754-118744.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_295_20170202_635296_154418-151442.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_295_20170202_635296_154418-151442.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_395_232_20160805_587708_202279-119080.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_395_232_20160805_587708_202279-119080.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_303_292_20170129_633933_155535-149572.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_303_292_20170129_633933_155535-149572.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_390_230_20160805_587636_199885-117782.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_390_230_20160805_587636_199885-117782.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_224_20160805_587656_200929-114917.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_224_20160805_587656_200929-114917.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201025-118663.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201025-118663.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_231_20160805_587688_202198-118314.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_231_20160805_587688_202198-118314.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_294_20170129_633919_154789-150554.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_294_20170129_633919_154789-150554.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_394_232_20160805_587689_202077-118891.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_394_232_20160805_587689_202077-118891.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_230_20160805_587662_200802-117907.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_230_20160805_587662_200802-117907.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_200820-118962.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_200820-118962.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_201104-114192.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_201104-114192.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_232_20160805_587664_200786-118785.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_232_20160805_587664_200786-118785.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_231_20160805_587663_201212-118438.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_231_20160805_587663_201212-118438.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_302_294_20170129_633919_154804-150616.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_302_294_20170129_633919_154804-150616.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_223_20160805_587655_200766-114191.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_223_20160805_587655_200766-114191.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_301_295_20170202_635296_154560-151440.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_301_295_20170202_635296_154560-151440.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_391_232_20160805_587651_200495-118831.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_391_232_20160805_587651_200495-118831.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_225_20160805_587657_201054-115704.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_225_20160805_587657_201054-115704.png,val
/home/ubuntu/data/trdata/samaww_20k/validation/buildings/3857_9_392_226_20160805_587658_201063-115934.png,/home/ubuntu/data/trdata/samaww_20k/validation/masks/3857_9_392_226_20160805_587658_201063-115934.png,val
